UAV_1_track	UAV_1_x	UAV_1_y	UAV_1_vx	UAV_1_vy	UAV_1_target_x	UAV_1_target_y	UAV_2_track	UAV_2_x	UAV_2_y	UAV_2_vx	UAV_2_vy	UAV_2_target_x	UAV_2_target_y	UAV_3_track	UAV_3_x	UAV_3_y	UAV_3_vx	UAV_3_vy	UAV_3_target_x	UAV_3_target_y	UAV_4_track	UAV_4_x	UAV_4_y	UAV_4_vx	UAV_4_vy	UAV_4_target_x	UAV_4_target_y	UAV_5_track	UAV_5_x	UAV_5_y	UAV_5_vx	UAV_5_vy	UAV_5_target_x	UAV_5_target_y	num_collisions	min_CPA
0.0270682457808195	-62300.59172121846	-59305.68206765948	6.7056835600205895	247.6719697820368	-59569.48048183296	41566.91269438633	1.4745697152700703	-56681.47508554481	-5314.787648263518	223.8947701207697	21.611380242685357	61660.59301003722	6108.14746960388	5.408879178527435	20303.01585961644	-23242.514929312598	-180.95968184054493	151.33770586227502	-56964.24113089039	41376.57199811677	4.8421576614013215	41700.17557984288	27556.96898178196	-225.2324347012498	29.3932949889768	-73393.07925205164	42576.87495137533	1.6075467681961155	-80967.56143244554	37684.58241150282	213.1754417593889	-7.837820471874836	41342.56704466034	33187.60648883753	3	1673.734894312319
4.0231009235807225	-17220.612570408484	47439.58690925741	-167.65303109719898	-138.16955287106623	-98139.25898801629	-19248.698541249814	2.614450632273444	33573.80895928148	51374.55939590132	122.6674276674662	-210.73825123905	50087.29877465021	23004.97480675907	4.069773007188459	-65763.90779185064	9374.271112205564	-165.9247846227222	-124.2142626247158	-94877.93255661694	-12421.008757622436	3.0105039150938886	50062.068902905885	-878.4181132812737	33.541980156787936	-254.40498344732475	54579.88486910305	-35144.57922618887	4.315805786653097	13285.311650623524	-41245.545751817976	-196.9787579300257	-82.48907782086141	-2806.1128171341334	-47984.174724394325	0	51230.54779182697
1.8419943285356928	-19900.350437845147	59030.8335952098	208.7166967496967	-58.03332835380214	70435.2775605812	33913.16335933667	2.492568288733233	-53314.29103842572	-15227.41402398746	142.60829468243534	-187.97241564926796	-43478.71316458797	-28191.71835403207	5.246741636512758	12915.695090668596	12047.89080524401	-207.7611531354869	122.94867013924988	-53308.10261269228	51237.73807129775	2.571950516920189	28833.598106599544	59645.72860962307	118.1847128280484	-184.5298932471496	82065.35902419426	-23468.668544035936	0.954795586582029	21679.563309273188	-34471.154448225585	208.58072586260505	147.65192148420107	78980.50969068342	6091.533216652431	0	18668.177773018357
3.6215315221750513	-48565.12658318084	-11986.4185700643	-113.51630536809084	-218.07699690378465	-60503.6943855693	-34921.68769492549	4.941877059920174	66081.7227671555	-13048.091806932527	-246.4292457709955	57.56671989395439	-61291.0598637528	16706.6285668051	4.07949694724952	26209.87487389931	54390.99070933682	-168.30889523172618	-123.46358984382351	-64238.99633883066	-11958.101071406489	0.8888216370907083	7457.120075689374	-753.7813879217356	196.7603670069771	159.75615793112294	60575.19252147205	42374.51370386563	4.056282237261046	-31560.842269175555	36234.8252554628	-184.41524581343316	-141.97859746748065	-61666.39461901653	13057.001319265808	0	10159.624794071133
2.318417230973491	52665.28132947556	-47498.51686941582	177.79699854934285	-164.84669768081568	63901.65602135618	-57916.46136214448	5.084740293940381	-8541.18353980891	3543.309664934015	-193.9895526370281	75.76663069788025	-53831.67933249876	21232.44922014139	3.3829893869061776	-41677.45649083865	70926.50654710938	-60.699126573647845	-246.5463897959325	-52770.35263759241	25869.62267177047	4.57249306648303	41605.83098885772	39410.127010019976	-206.26223131448864	-29.04496944060233	-52711.027260385614	26128.828499261243	2.5155980988927453	18186.463747334885	79639.00125456821	133.0076623941214	-183.96690102277745	63306.445359139536	17232.19669971084	0	22110.62387832853
2.5359595535074355	8599.695516525855	15903.135450830654	138.2826582757164	-199.70387778951687	63151.62811161135	-62879.21235759341	2.74937397664338	-75964.8522245951	30868.73065274862	96.74572434464034	-233.8825738762632	-54755.31852778094	-20405.269984790182	4.486220595567466	30167.37451993521	-40584.352358519776	-213.16051564189164	-49.04936207162623	-10249.629481789038	-49884.5187479716	2.1116945384148416	-30080.60781163245	-17154.460541818262	204.82826365649612	-123.03034943332317	57497.57990205544	-69758.40711054891	4.674664489647645	71899.43661819363	-14972.327667201856	-218.3319200317904	-8.240369924763575	-55687.58024878583	-19787.76746376428	1	2975.4993461934805
4.153430801143213	449.606390498011	-57516.3380565195	-188.05538099125772	-117.62848229540084	-37266.41555457612	-81107.67799177687	5.470804231845797	-47974.09193549899	22943.21130652176	-184.92907631223505	175.20913948020052	-57950.846649971056	32395.584309111808	5.700797891340971	-60797.71559650909	-30238.96998964985	-140.7447854060411	213.7075255290611	-83230.37512495933	3822.882781879164	5.004450143749328	35454.620749686655	-22486.02846438725	-217.59943231469455	65.42320196285641	-76678.83737971765	11227.891649999528	5.798088047963772	-42412.604943389255	-81766.1313894612	-100.28846582743336	190.2620867628823	-85173.4610085125	-642.4484255913558	0	31436.895461818985
2.0454581599628625	12519.761268787684	73346.65317916882	201.0162828435105	-103.29112818089988	61179.83903848538	48342.93577327477	4.053048375811859	-20718.95526682504	-19460.116682702104	-202.97047948983428	-157.3120424415596	-38587.49263767761	-33309.10652751812	1.298983363985882	-88578.65117724007	-21199.41561608988	244.774247974026	68.22126188012696	40300.6458342	14720.655000477258	5.445064831252113	47370.686184102655	35132.11249650177	-165.96666262838767	149.32817067845946	-363.6797397885612	78081.01216722185	3.672419260656453	-32292.51928934401	49454.04380508795	-126.90505275414704	-216.182307560186	-82042.30262448592	-35294.5357715341	0	12116.725862139245
1.454264533129728	33939.09485784946	-29577.24115994489	241.02247104921503	28.214611570431117	41667.13088322375	-28672.58055419701	0.5923705608593206	-68781.59248863743	-26786.69097774412	129.2748117539677	192.08898445031875	7365.508300116032	86360.01610998655	3.868123854796453	16623.039654847395	75248.59613521257	-156.27011321783786	-175.84323116353724	-70690.23846880751	-23000.830019241	2.0874917471759087	-15103.224090540542	14334.13214247508	202.42473063397907	-115.01412690666017	54507.54744299865	-25217.468524864857	2.246531308841355	52460.51083924896	27783.86437125333	190.39219062932423	-152.62438179598902	79456.12139223941	6143.331961617558	1	6612.117559706189
3.1391749406024694	24920.329188154385	37044.2522570453	0.5229222352562442	-216.28754906481188	25193.99370217972	-76147.00834320733	2.7723675354361053	-38078.71320216875	48491.18305626992	75.14447645150805	-194.18583547522468	16366.98113924645	-92205.55398918805	2.3007186154719204	-17153.586834918126	-16825.80708977714	183.0043813710345	-163.74821939830025	28332.539920256324	-57525.77398501837	4.449901995690532	31682.504181559867	-28909.6950334109	-213.133442020267	-57.266034340417846	-40047.3557081004	-48182.52514743886	5.126073481519076	12244.141429387382	-78579.32163244618	-196.45248435419197	86.24632802123293	-18250.906906409127	-65191.42302460483	1	1473.2400426993006
5.11815096454736	-11774.734790031333	12807.0915097682	-191.1476020365797	82.11736216910785	-42527.6689449814	26018.60870830197	4.652617246269542	79926.51185583427	40783.94890498692	-251.5692578221636	-15.054663460669175	-12568.459035770626	35248.77075709948	4.085972857239388	-26942.775488880783	-38917.996520017216	-178.82286126244207	-129.40336035761624	-57539.57980479544	-61059.06543442755	1.910497163439281	-76559.72233866237	-29003.61823058036	200.21692802851908	-70.75672564296545	7729.759125364653	-58791.54761929055	0.0339002455524326	30039.23977801476	-19250.692041474293	8.123747169387006	239.54501773336912	32334.23818239825	48421.94990727589	1	8047.001607752156
4.733332116607412	49244.099905611205	31725.433907847382	-207.94202845521707	4.355595056698124	-79194.99706893954	34415.74476046855	3.0924755169363536	-62179.702467739146	34028.18556506415	12.4129271373498	-252.51764135418676	-60602.67546469768	1946.539169054362	0.8383065551999289	27732.884557208003	-27186.977129927625	184.69704785238795	166.11861647617403	58646.8660961082	617.4079575717187	5.783725009601315	-15881.892078054989	-56767.15601077968	-101.9221473510896	186.80679686951007	-68335.04444871064	39370.9811334215	2.2730067846244517	-11712.799520954051	14741.445406850544	192.5971881302088	-162.95149290941754	49391.74791791398	-36957.52966845642	0	12699.122780562786
1.6922333744060802	-87758.48261856177	12193.699553433473	219.43060885412527	-26.778770010401463	94289.09381468274	-10022.937431325909	1.8438771988275668	14958.593662246392	43471.34533511156	230.22129736162327	-64.47988105426803	45699.85000569744	34861.401011103444	2.422565453236512	-39666.65782473918	-25497.970791620304	136.479422019476	-155.91442967716625	-9637.779815040483	-59803.03538999796	1.1576687562039654	32916.249858241994	-22261.02818106422	208.0836263221076	91.21442732125264	83605.98772704299	-40.94535912300489	5.210359948721028	64631.85615693594	12540.708065041968	-202.28926201315548	109.97876783766496	5744.296715393386	44556.15546890332	0	13312.373196560584
